Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%?,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
124,Tomas Satoransky\satorto01,SG,26,WAS,41,2,16.7,1.8,3.7,0.493,0.4,1.1,0.409,1.4,2.6,0.528,0.553,0.8,1.2,0.68,0.7,1.6,2.3,2.7,0.5,0.1,0.6,1.3,4.9
125,LaMarcus Aldridge\aldrila01,C,32,SAS,50,50,34.1,8.8,17.8,0.492,0.5,1.5,0.324,8.3,16.4,0.507,0.506,4.3,5.2,0.841,3.4,5.1,8.5,1.9,0.5,1.2,1.6,2.3,22.4
126,Thabo Sefolosha\sefolth01,SF,33,UTA,38,6,21.2,3.1,6.3,0.492,0.8,2.2,0.381,2.3,4.1,0.551,0.558,1.2,1.4,0.815,0.8,3.5,4.2,0.9,1.4,0.3,0.8,1.6,8.2
127,Jerami Grant\grantje01,PF,23,OKC,50,1,20.2,2.6,5.3,0.492,0.3,1.4,0.246,2.3,3.9,0.579,0.524,1.6,2.3,0.687,1,2.6,3.6,0.7,0.4,0.9,0.7,1.9,7.2
128,Nikola Vucevic\vucevni01,C,27,ORL,34,34,29.9,7.3,14.9,0.491,1.4,4.1,0.343,5.9,10.7,0.548,0.539,1.4,1.6,0.821,1.8,7.5,9.3,3.3,1,1.1,1.9,2.4,17.4
129,Joffrey Lauvergne\lauvejo01,C,26,SAS,32,1,10.6,1.7,3.5,0.491,0,0.2,0,1.7,3.3,0.514,0.491,0.6,0.9,0.6,1.2,2,3.2,0.8,0.2,0,0.7,1,4
130,Joel Embiid\embiijo01,C,23,PHI,38,38,31.6,8.3,16.9,0.49,0.9,3.1,0.305,7.3,13.8,0.532,0.518,6.3,8,0.792,2.2,8.8,11,3.3,0.6,1.8,4,3.5,23.8
131,Jose Calderon\caldejo01,PG,36,CLE,35,24,16.6,1.4,2.9,0.49,0.7,1.7,0.448,0.7,1.3,0.545,0.618,0.4,0.5,0.778,0.2,1.2,1.4,2.1,0.5,0,0.7,1.5,4
132,Klay Thompson\thompkl01,SG,27,GSW,50,50,34.3,7.9,16.2,0.489,3.3,7.2,0.454,4.6,9,0.518,0.591,1.2,1.4,0.871,0.4,3.6,4,2.6,0.7,0.6,1.7,1.7,20.3
133,Victor Oladipo\oladivi01,SG,25,IND,47,47,34.4,8.7,17.9,0.488,2.4,6.2,0.392,6.3,11.7,0.539,0.556,4,5,0.802,0.5,4.7,5.2,4.1,1.9,0.8,2.9,2.4,23.9
134,Maxi Kleber\klebima01,PF,26,DAL,46,35,18,2.2,4.6,0.488,0.5,1.7,0.308,1.7,2.9,0.594,0.545,0.5,0.8,0.714,1.1,2.1,3.2,0.8,0.4,0.7,0.4,1.7,5.5
135,Gary Harris\harriga01,SG,23,DEN,47,47,34.9,6.5,13.4,0.487,2.3,6,0.386,4.2,7.5,0.567,0.572,1.9,2.3,0.833,0.6,2.1,2.7,3.2,1.9,0.3,1.8,1.7,17.3
136,Otto Porter\porteot01,SF,24,WAS,46,46,31.7,5.4,11.1,0.487,1.7,4,0.423,3.7,7.1,0.523,0.563,1.3,1.6,0.838,1.2,5,6.2,1.8,1.7,0.6,0.9,1.9,13.8
137,Kyrie Irving\irvinky01,PG,25,BOS,48,48,33,9.1,18.7,0.486,2.7,6.7,0.402,6.4,12,0.532,0.558,4,4.5,0.884,0.6,3.1,3.7,5,1.1,0.3,2.4,2.1,24.9
138,Malcolm Brogdon\brogdma01,PG,25,MIL,45,19,31,5.2,10.8,0.486,1.3,3.5,0.378,3.9,7.3,0.536,0.546,1.7,1.9,0.882,0.5,2.9,3.4,3.3,0.9,0.3,1.4,2.8,13.5
139,Chandler Parsons\parsoch01,SF,29,MEM,26,7,21,3.3,6.9,0.486,1.5,3.7,0.411,1.8,3.2,0.571,0.595,0.6,1,0.6,0.5,2.4,2.8,2,0.5,0.3,1.1,1.8,8.8
140,Derrick Rose\rosede01,PG,29,CLE,13,7,20.3,4.2,8.5,0.486,0.4,1.5,0.263,3.8,7.1,0.533,0.509,2.4,2.7,0.886,0.6,1.3,1.9,1.5,0.2,0.2,2.1,0.9,11.1
141,Cedi Osman\osmande01,SF,22,CLE,39,0,7.7,0.9,1.8,0.486,0.3,0.7,0.357,0.6,1.1,0.571,0.557,0.3,0.4,0.714,0.2,1.4,1.6,0.3,0.2,0.1,0.3,0.9,2.3
142,Jeff Green\greenje02,PF,31,CLE,50,0,22.1,3.7,7.5,0.485,0.6,1.8,0.322,3.1,5.7,0.537,0.524,2.6,3.1,0.856,0.9,2.4,3.3,1.3,0.6,0.4,1,1.8,10.5
143,Jayson Tatum\tatumja01,SF,19,BOS,52,52,31,4.7,9.7,0.484,1.4,3.1,0.438,3.3,6.6,0.506,0.554,2.8,3.4,0.817,0.8,4.7,5.5,1.3,0.9,0.8,1.3,2.1,13.5
144,Tony Allen\allento01,SF,36,NOP,22,0,12.4,2,4.1,0.484,0.2,0.5,0.333,1.8,3.6,0.506,0.505,0.5,1,0.524,0.9,1.2,2.1,0.4,0.5,0.1,0.9,2.2,4.7
145,Serge Ibaka\ibakase01,PF,28,TOR,44,44,28.1,5.2,10.7,0.483,1.4,4,0.356,3.8,6.8,0.557,0.549,1.3,1.7,0.767,1,5.2,6.1,0.8,0.4,1.5,1.1,3,13
146,Tyrone Wallace\wallaty01,PG,23,LAC,13,10,32.7,4.5,9.2,0.483,0.5,1.5,0.35,3.9,7.7,0.51,0.513,2.6,3.5,0.739,0.7,2.8,3.5,2.5,1,0.5,1.5,3.1,12.1
147,Alex Caruso\carusal01,PG,23,LAL,19,0,13.5,1.3,2.7,0.481,0.3,0.8,0.333,1.1,1.9,0.541,0.529,0.2,0.4,0.375,0.4,1.2,1.5,1.9,0.5,0.1,0.9,1.3,3.1
148,Luke Babbitt\babbilu01,SF,28,ATL,35,9,15.9,2.2,4.7,0.479,1.3,3,0.443,0.9,1.6,0.544,0.623,0.5,0.6,0.773,0.1,2.1,2.3,0.7,0.2,0.1,0.4,1.3,6.3
149,Jordan Mickey\mickejo01,PF,23,MIA,16,2,14.4,2,4.2,0.478,0.1,0.7,0.091,1.9,3.5,0.554,0.485,0.7,1,0.688,0.9,3.6,4.4,0.6,0.2,0.4,0.9,1.9,4.8
150,Marvin Williams\willima02,PF,31,CHO,49,49,26.1,3.3,7,0.477,1.6,3.7,0.434,1.7,3.3,0.525,0.592,1.2,1.4,0.87,1,3.8,4.8,1.2,0.7,0.3,0.8,1.6,9.5
151,Zach Randolph\randoza01,PF,36,SAC,43,41,25.5,6.1,12.8,0.477,0.7,2.2,0.33,5.4,10.6,0.508,0.505,1.6,2,0.782,1.8,5.2,7,2,0.8,0.2,2,2,14.5
152,Tony Snell\snellto01,SG,26,MIL,44,32,29.1,2.9,6,0.477,1.6,3.8,0.43,1.3,2.3,0.556,0.612,0.7,0.9,0.763,0.2,1.9,2,1.2,0.6,0.3,0.5,1.6,8
153,Joe Harris\harrijo01,SG,26,BRK,50,6,24.7,3.7,7.8,0.477,1.9,4.6,0.407,1.8,3.2,0.579,0.597,1,1.2,0.787,0.6,2.5,3.1,1.4,0.5,0.2,0.9,1.9,10.3
154,Rudy Gay\gayru01,PF,31,SAS,34,5,22.7,4.3,9.1,0.476,0.7,2,0.333,3.6,7.1,0.517,0.513,2.1,2.7,0.785,1.4,3.8,5.2,1.5,0.8,0.6,1.6,1.8,11.5
155,Bobby Portis\portibo01,PF,22,CHI,42,0,20.5,4.7,9.9,0.476,0.9,2.6,0.333,3.8,7.2,0.528,0.521,1.9,2.3,0.821,2.1,4.1,6.2,1.6,0.5,0.3,1.2,1.3,12.1
156,James Johnson\johnsja01,PF,30,MIA,43,21,26.9,4,8.4,0.475,0.8,2.7,0.289,3.2,5.7,0.561,0.521,1.5,2.1,0.685,0.7,4.3,5,4,0.9,0.7,2.2,2.9,10.2
157,Jimmy Butler\butleji01,SG,28,MIN,48,48,36.9,7.3,15.5,0.474,1.2,3.3,0.359,6.2,12.2,0.504,0.511,5.9,6.9,0.866,1.4,4,5.4,5,2,0.4,1.9,1.3,21.8
158,Nikola Mirotic\mirotni01,PF,26,CHI,25,3,24.9,5.7,12.1,0.474,2.8,6.4,0.429,3,5.6,0.525,0.588,2.6,3.2,0.823,0.7,5.6,6.4,1.6,0.6,0.5,1.2,1.8,16.8
159,Tyler Cavanaugh\cavanty01,PF,23,ATL,30,1,13.8,1.8,3.9,0.474,0.9,2.4,0.366,1,1.5,0.644,0.586,0.4,0.6,0.765,1.1,2.2,3.3,0.8,0.3,0.1,0.4,1.7,5
160,Bogdan Bogdanovic\bogdabo01,SG,25,SAC,47,22,26.9,4.2,9,0.473,1.4,3.7,0.391,2.8,5.3,0.53,0.553,1.2,1.5,0.829,0.4,2.3,2.7,2.9,0.9,0.3,1.7,2.1,11.1
161,Isaiah Whitehead\whiteis01,PG,22,BRK,12,0,13.4,2.9,6.2,0.473,0.6,1.3,0.467,2.3,4.9,0.475,0.52,1.1,1.6,0.684,0.3,1.7,2,1.7,0.6,0.2,2,1.6,7.5
162,Pau Gasol\gasolpa01,C,37,SAS,50,50,25.3,4.1,8.6,0.472,0.8,1.8,0.418,3.3,6.8,0.487,0.516,2.1,2.7,0.774,1.6,6.7,8.3,3.3,0.3,1,1.5,1.5,10.9
163,Rondae Hollis-Jefferson\holliro01,SF,23,BRK,46,45,28.3,5.2,11,0.472,0.3,0.9,0.279,4.9,10.1,0.49,0.484,3.7,4.7,0.794,1.5,5,6.5,2.3,0.8,0.7,1.7,2.1,14.3
164,Jonas Jerebko\jerebjo01,PF,30,UTA,42,17,16.8,2.4,5,0.472,0.9,2.1,0.427,1.5,2.9,0.504,0.561,0.6,0.7,0.871,0.9,2.5,3.4,0.7,0.4,0.2,0.4,2.1,6.3
165,Jusuf Nurkic\nurkiju01,C,23,POR,48,48,26.6,5.8,12.3,0.471,0,0.1,0,5.8,12.1,0.477,0.471,2.6,4,0.663,2.2,6,8.3,1.7,0.8,1.3,2.5,2.9,14.2
166,Nikola Jokic\jokicni01,C,22,DEN,44,42,31.5,5.9,12.6,0.471,1.2,3.6,0.333,4.7,9,0.527,0.519,3.1,3.7,0.841,2.7,7.7,10.4,5.3,1.1,0.7,2.7,2.7,16.2
167,Pascal Siakam\siakapa01,PF,23,TOR,48,4,19.8,2.7,5.7,0.471,0.3,1.9,0.165,2.4,3.8,0.623,0.498,0.5,0.9,0.511,1.1,3.4,4.5,1.8,0.9,0.5,0.8,2,6.2
168,DeMarcus Cousins\couside01,C,27,NOP,48,48,36.2,8.5,18,0.47,2.2,6.1,0.354,6.3,11.9,0.53,0.53,6.1,8.2,0.746,2.2,10.7,12.9,5.4,1.6,1.6,5,3.8,25.2
169,Markieff Morris\morrima02,PF,28,WAS,42,42,25.8,4.1,8.8,0.47,1,2.6,0.391,3.1,6.1,0.504,0.529,1.4,1.7,0.817,1.1,4.5,5.6,1.3,0.6,0.5,1.6,3.2,10.6
170,T.J. Leaf\leaftj01,PF,20,IND,41,0,9.5,1.3,2.8,0.47,0.4,0.9,0.472,0.9,1.9,0.468,0.543,0.1,0.2,0.6,0.6,1,1.6,0.2,0.1,0.1,0.2,1,3.2
171,DeMar DeRozan\derozde01,SG,28,TOR,49,49,34.5,8.6,18.3,0.469,1.1,3.2,0.335,7.5,15.1,0.497,0.498,6.2,7.6,0.824,0.8,3.3,4.1,5.2,1.2,0.3,2.3,1.9,24.4
172,Jamil Wilson\wilsoja02,SF,27,LAC,15,10,18.3,2.5,5.4,0.469,1.8,4.2,0.429,0.7,1.2,0.611,0.636,0.1,0.3,0.5,0.2,1.9,2.1,0.7,0.3,0.5,0.5,2.3,7
173,George Hill\hillge01,PG,31,SAC,40,36,27,3.7,7.9,0.468,1.4,3.1,0.452,2.3,4.8,0.479,0.557,1.8,2.3,0.793,0.5,2.3,2.8,2.8,0.9,0.3,1.4,1.8,10.6
174,Kawhi Leonard\leonaka01,SF,26,SAS,9,9,23.3,5.8,12.3,0.468,1.2,3.9,0.314,4.6,8.4,0.539,0.518,3.4,4.2,0.816,0.7,4,4.7,2.3,2,1,1.8,1,16.2
175,Delon Wright\wrighde01,PG,25,TOR,37,3,21.4,3,6.4,0.468,0.8,2,0.373,2.2,4.3,0.513,0.528,1.8,2.1,0.87,0.8,2.3,3.1,2.6,1,0.5,1.2,1.1,8.5
176,Mario Hezonja\hezonma01,SF,22,ORL,43,10,17.8,2.9,6.3,0.467,1,2.8,0.342,2,3.5,0.567,0.543,0.6,0.7,0.774,0.5,2.5,3,1,0.7,0.3,1,1.7,7.4
177,Khris Middleton\middlkh01,SF,26,MIL,49,49,37.1,7.5,16,0.466,1.9,5.4,0.347,5.6,10.6,0.526,0.524,3.6,4.1,0.871,0.5,4.8,5.3,4.3,1.3,0.2,2.3,3.2,20.4
178,Raul Neto\netora01,PG,25,UTA,25,0,12.5,1.8,4,0.465,0.6,1.3,0.469,1.2,2.7,0.463,0.54,0.5,0.8,0.684,0.2,1.1,1.3,1.8,0.3,0.1,0.8,0.8,4.8
179,Bojan Bogdanovic\bogdabo02,SF,28,IND,51,51,30.3,4.7,10.2,0.464,1.8,4.7,0.372,3,5.5,0.543,0.55,1.8,2.2,0.829,0.3,2.9,3.2,1.4,0.7,0,1.2,1.7,13.1
180,Kevin Love\loveke01,C,29,CLE,48,48,28,5.8,12.5,0.463,2.2,5.4,0.404,3.6,7.1,0.507,0.55,4.1,4.6,0.883,1.9,7.4,9.4,1.6,0.7,0.4,1.5,2.1,17.9
181,Dillon Brooks\brookdi01,SF,22,MEM,50,42,27.8,3.4,7.3,0.463,1,2.6,0.386,2.4,4.7,0.506,0.533,0.9,1.3,0.723,0.5,2.5,3,1.2,0.8,0.3,1.2,3.1,8.7
182,Aron Baynes\baynear01,C,31,BOS,52,39,18.1,2.4,5.2,0.463,0,0.2,0,2.4,5,0.477,0.463,0.8,1.1,0.729,1.5,3.7,5.2,0.9,0.3,0.6,1,2.5,5.6
183,Skal Labissiere\labissk01,PF,21,SAC,42,17,18,3.1,6.8,0.463,0.2,0.5,0.348,3,6.2,0.473,0.477,1.4,1.8,0.753,1.5,3,4.5,0.9,0.5,0.7,1,2.1,7.9
184,Ish Smith\smithis01,PG,29,DET,49,14,23.4,4.5,9.8,0.463,0.2,0.8,0.216,4.4,9,0.483,0.471,1,1.4,0.704,0.4,2.2,2.7,4.3,0.7,0.3,1.2,1.7,10.2
185,Shabazz Napier\napiesh01,PG,26,POR,45,8,21.5,3.5,7.5,0.463,1.1,2.6,0.412,2.4,4.8,0.491,0.536,1.6,2,0.831,0.4,2,2.4,2.3,1.2,0.2,1.3,1.2,9.7
186,Doug McDermott\mcderdo01,SF,26,NYK,52,1,21.6,2.8,6,0.463,1,2.5,0.402,1.8,3.5,0.508,0.548,0.7,1,0.745,0.6,1.8,2.4,0.9,0.2,0.2,0.6,1.4,7.3
187,JaMychal Green\greenja01,PF,27,MEM,30,30,26.8,3.9,8.4,0.462,0.8,2.3,0.362,3.1,6.1,0.5,0.512,1.5,2,0.721,2.5,5,7.4,1.2,0.6,0.3,1.5,2.6,10.1
188,Jonathon Simmons\simmojo02,SG,28,ORL,49,30,28.8,5.1,11.1,0.462,0.9,2.9,0.319,4.2,8.3,0.511,0.503,2.4,3.2,0.763,0.9,2.6,3.4,2.3,0.8,0.3,2,2.6,13.6
189,C.J. Williams\willicj01,SG,27,LAC,28,13,19.4,2.4,5.2,0.462,0.8,2.1,0.35,1.6,3,0.541,0.534,0.4,0.5,0.786,0.4,1.2,1.5,0.9,0.9,0.5,0.6,1.8,5.9
190,Bradley Beal\bealbr01,SG,24,WAS,50,50,36.1,8.6,18.6,0.461,2.5,6.5,0.376,6.1,12.1,0.507,0.527,4.2,5.3,0.785,0.8,3.6,4.4,3.9,1.1,0.5,2.3,1.9,23.8
191,Evan Fournier\fournev01,SF,25,ORL,42,42,32.5,6.5,14.2,0.461,2.3,5.7,0.4,4.3,8.5,0.501,0.541,2.6,3,0.895,0.5,2.7,3.2,3,0.9,0.3,1.9,2.5,18
192,Chris Paul\paulch01,PG,32,HOU,31,31,32.1,6.5,14,0.46,2.7,6.8,0.403,3.7,7.2,0.513,0.557,3.7,4.1,0.921,0.6,5.1,5.7,8.6,1.8,0.4,2.4,2.6,19.4
193,Tony Parker\parketo01,PG,35,SAS,27,21,21,3.6,7.8,0.46,0.2,0.7,0.263,3.4,7.1,0.479,0.472,0.9,1.3,0.639,0.1,1.9,2,4,0.6,0,1.4,0.9,8.2
194,Wesley Iwundu\iwundwe01,SF,23,ORL,32,3,13.5,1.4,3.1,0.46,0.2,0.6,0.25,1.3,2.5,0.513,0.485,0.4,0.6,0.684,0.5,1.6,2.1,1,0.4,0.1,0.4,0.9,3.4
195,Jaylen Brown\brownja02,SF,21,BOS,47,47,31.4,5.2,11.4,0.459,1.7,4.5,0.374,3.5,6.9,0.514,0.533,2,3.3,0.59,1,4.4,5.5,1.5,1.1,0.4,1.7,2.8,14.1
196,Evan Turner\turneev01,SF,29,POR,49,26,26.8,3.5,7.7,0.459,0.5,1.6,0.316,3,6.1,0.495,0.491,1.2,1.4,0.841,0.4,3,3.4,2.3,0.7,0.3,1.5,2.2,8.7
197,Ersan Ilyasova\ilyaser01,PF,30,ATL,40,34,25.8,4.1,8.9,0.458,1.3,3.7,0.356,2.8,5.2,0.531,0.532,1.4,1.8,0.789,1.8,3.8,5.6,1.2,0.9,0.4,1,2.1,10.9
198,Tyreke Evans\evansty01,PG,28,MEM,46,26,31.1,7.2,15.6,0.458,2.1,5.4,0.392,5,10.2,0.493,0.526,3.1,3.9,0.799,0.8,4.2,5,5,1,0.3,2,1.8,19.5
199,Sam Dekker\dekkesa01,PF,23,LAC,46,1,14.5,1.9,4.2,0.458,0.2,1.2,0.13,1.8,3,0.587,0.477,0.6,0.9,0.674,0.7,2,2.7,0.6,0.5,0.2,0.6,1,4.6
200,Dwight Buycks\buyckdw01,PG,28,DET,14,0,15.4,3.1,6.9,0.458,0.6,1.5,0.429,2.5,5.4,0.467,0.505,0.9,1.1,0.867,0.3,1.5,1.8,2.4,0.5,0.1,1.6,1.6,7.9
201,Kyle Kuzma\kuzmaky01,PF,22,LAL,49,21,30.4,6.1,13.4,0.457,2,5.3,0.369,4.2,8.1,0.515,0.53,2,2.8,0.701,1.3,4.6,5.9,1.9,0.6,0.4,1.9,2.1,16.2
202,Jarell Martin\martija01,PF,23,MEM,47,17,19.5,2.5,5.4,0.457,0.4,1,0.347,2.1,4.4,0.483,0.49,0.9,1.1,0.796,1.3,2.3,3.6,0.6,0.6,0.7,1,2.7,6.3
203,Courtney Lee\leeco01,SG,32,NYK,52,52,32.9,5,10.9,0.456,1.7,3.9,0.428,3.3,7.1,0.471,0.532,1.8,1.9,0.929,0.5,2.8,3.3,2.8,1.3,0.2,1.3,1.6,13.4
204,Draymond Green\greendr01,PF,27,GSW,44,44,32.5,4,8.8,0.456,1.2,3.8,0.31,2.8,5,0.569,0.523,2.1,2.7,0.782,1.2,6.7,7.9,7.3,1.3,1.3,2.8,2.5,11.3
205,OG Anunoby\anunoog01,SF,20,TOR,49,37,21.3,2.2,4.9,0.456,1,2.9,0.359,1.2,2,0.598,0.563,0.6,0.9,0.698,0.6,1.8,2.4,0.8,0.9,0.2,0.6,1.8,6.1
206,Jordan Clarkson\clarkjo01,SG,25,LAL,50,2,23.6,5.7,12.6,0.456,1.2,3.9,0.316,4.5,8.7,0.518,0.505,2,2.5,0.794,0.8,2.1,3,3.3,0.7,0,1.8,1.2,14.7
207,Dirk Nowitzki\nowitdi01,C,39,DAL,52,52,24.9,4.5,9.9,0.455,1.7,3.9,0.429,2.8,5.9,0.472,0.541,1.3,1.5,0.886,0.4,5.2,5.6,1.6,0.6,0.4,0.6,1.8,12
208,Tyus Jones\jonesty01,PG,21,MIN,54,10,18.3,1.8,3.9,0.455,0.5,1.5,0.354,1.3,2.4,0.515,0.521,0.8,0.9,0.878,0.2,1.5,1.7,2.7,1.1,0.1,0.7,1.3,4.9
209,Dwyane Wade\wadedw01,SG,36,CLE,44,3,23.3,4.3,9.5,0.455,0.5,1.5,0.328,3.8,8,0.477,0.48,2.1,2.9,0.711,0.9,3.1,4,3.7,1,0.7,2,1.8,11.2
210,Dorian Finney-Smith\finnedo01,PF,24,DAL,8,1,11.8,1.3,2.8,0.455,0.6,1.8,0.357,0.6,1,0.625,0.568,0.1,0.3,0.5,0.6,0.6,1.3,0.6,0,0.1,0.9,1.6,3.3
211,Derrick White\whitede01,PG,23,SAS,13,0,6,0.4,0.8,0.455,0.1,0.2,0.333,0.3,0.6,0.5,0.5,0.5,0.8,0.6,0.3,0.8,1.2,0.4,0.2,0.2,0.4,0.5,1.3
212,C.J. McCollum\mccolcj01,SG,26,POR,50,50,36.1,8.3,18.4,0.454,2.5,5.9,0.431,5.8,12.5,0.465,0.523,2.7,3.1,0.878,0.6,3.4,4,3.3,1.1,0.3,1.8,2.2,22
213,Kyle Korver\korveky01,SG,36,CLE,50,0,21.6,3.1,6.7,0.454,2.2,5.2,0.427,0.8,1.5,0.547,0.62,0.8,1,0.875,0.1,1.8,2,1.3,0.3,0.3,0.7,1.6,9.2
214,Joe Ingles\inglejo01,SF,30,UTA,50,49,30.6,3.6,7.9,0.453,2.4,5.4,0.441,1.2,2.5,0.48,0.604,0.4,0.5,0.778,0.3,3.8,4.2,4.1,1.1,0.2,1.8,2.1,10
215,Luc Mbah a Moute\mbahalu01,PF,31,HOU,32,6,26.2,2.5,5.6,0.453,1.1,3,0.365,1.4,2.6,0.554,0.55,0.9,1.4,0.682,0.5,2.8,3.3,0.9,1.2,0.4,1.3,1.8,7.1
216,Corey Brewer\breweco01,SF,31,LAL,46,2,12.7,1.4,3,0.453,0.2,0.9,0.195,1.2,2.1,0.561,0.482,0.6,1,0.644,0.3,1.4,1.7,0.7,0.8,0.2,0.7,1.5,3.5
217,Joe Young\youngjo01,PG,25,IND,35,1,9.2,1.4,3,0.453,0.3,1,0.314,1.1,2,0.521,0.505,0.5,0.7,0.75,0.2,0.8,0.9,0.6,0.2,0,0.4,0.6,3.6
218,Tobias Harris\harrito02,PF,25,DET,48,48,32.6,6.7,14.8,0.451,2.4,5.8,0.409,4.3,9,0.478,0.531,2.4,2.8,0.846,0.8,4.3,5.1,2,0.7,0.3,1.1,1.9,18.1
219,Darius Miller\milleda01,SF,27,NOP,50,2,22.7,2.7,5.9,0.451,1.9,4.5,0.42,0.8,1.4,0.551,0.612,0.8,0.9,0.872,0.1,1.8,1.9,1.2,0.3,0.2,0.6,2.1,8
220,Jamal Murray\murraja01,PG,20,DEN,50,49,30.2,5.8,12.9,0.45,1.9,5.1,0.374,3.9,7.8,0.5,0.524,2.7,2.9,0.931,1,2.6,3.6,2.9,0.8,0.3,2.1,2.1,16.2
221,Brandon Ingram\ingrabr01,SF,20,LAL,46,46,33.8,5.8,13,0.45,0.5,1.6,0.338,5.3,11.3,0.466,0.471,3.4,5.1,0.672,1,4.4,5.4,3.5,0.8,0.7,2.5,2.8,15.6
222,Manu Ginobili\ginobma01,SG,40,SAS,39,0,20.7,3.4,7.5,0.45,1.1,3.1,0.339,2.3,4.4,0.529,0.521,1.6,1.8,0.871,0.4,1.9,2.2,2.4,0.7,0.3,1.6,1.9,9.3
223,Harrison Barnes\barneha02,PF,25,DAL,52,52,34.8,6.9,15.4,0.449,1.3,3.9,0.342,5.6,11.5,0.486,0.493,3.2,3.9,0.824,1.1,5.6,6.7,1.9,0.7,0.2,1.5,1.3,18.4
224,James Harden\hardeja01,SG,28,HOU,42,42,36.1,9.4,21,0.449,4.1,10.5,0.386,5.4,10.4,0.514,0.547,8.7,10.1,0.861,0.6,4.5,5,9.1,1.9,0.7,4.4,2.5,31.6
225,Rajon Rondo\rondora01,PG,31,NOP,36,35,24.1,2.9,6.6,0.449,0.8,2.3,0.329,2.2,4.3,0.513,0.506,0.2,0.2,0.75,0.4,2.9,3.3,7.1,0.9,0.2,2.1,1.7,6.8
226,Quinn Cook\cookqu01,PG,24,GSW,10,2,10.3,1.3,2.9,0.448,0.5,1.4,0.357,0.8,1.5,0.533,0.534,0.1,0.1,1,0.2,0.9,1.1,1.6,0,0,0.3,0.9,3.2
227,Aaron Gordon\gordoaa01,PF,22,ORL,39,38,34,6.7,15,0.447,2,5.8,0.346,4.7,9.1,0.511,0.515,3,4.2,0.718,1.7,6.6,8.3,2.2,0.9,0.7,1.9,2,18.4
228,J.J. Redick\redicjj01,SG,33,PHI,37,37,32.4,5.8,12.9,0.447,2.7,6.6,0.411,3.1,6.3,0.485,0.552,3.1,3.3,0.943,0.2,2.6,2.7,3.2,0.5,0.1,1.4,2.1,17.4
229,Patrick McCaw\mccawpa01,SG,22,GSW,45,6,16.1,1.6,3.6,0.447,0.3,1.3,0.25,1.3,2.2,0.564,0.494,0.4,0.6,0.72,0.3,1.1,1.5,1.4,0.8,0.2,0.6,1.1,3.9
230,Sterling Brown\brownst02,SG,22,MIL,24,2,13.2,1.6,3.5,0.447,0.7,1.5,0.444,0.9,2,0.449,0.541,0.3,0.4,0.8,0.4,1.9,2.3,0.3,0.7,0.2,0.4,1.5,4.2
231,Reggie Jackson\jacksre01,PG,27,DET,33,33,27.1,5.5,12.3,0.446,1.3,3.8,0.339,4.2,8.5,0.493,0.498,2.4,2.8,0.84,0.7,2.2,2.8,5.5,0.6,0.1,2.5,2.1,14.6
232,Paul Millsap\millspa01,PF,32,DEN,16,16,29.7,5.6,12.6,0.446,1.3,3.6,0.345,4.4,9,0.486,0.495,2.8,4.1,0.692,1.5,4.7,6.2,3,1.1,1.3,2.1,2.4,15.3
233,Jeremy Lamb\lambje01,SG,25,CHO,49,14,25.3,4.9,11,0.446,1.1,3.2,0.354,3.8,7.8,0.484,0.498,2.6,3.1,0.841,0.7,3.9,4.6,2.2,0.7,0.4,1.1,1.8,13.6
234,Damyean Dotson\dotsoda01,SG,23,NYK,22,2,8.6,1.1,2.5,0.446,0.3,1.1,0.292,0.8,1.5,0.563,0.509,0.2,0.3,0.667,0.2,1.2,1.4,0.5,0.2,0,0.2,0.6,2.8
235,Wayne Selden\seldewa01,SG,23,MEM,16,5,17.6,3.1,6.9,0.445,1.4,3.2,0.431,1.7,3.7,0.458,0.545,1.4,2,0.719,0.3,1.1,1.4,1.8,0.5,0.1,1.4,1.8,8.9
236,Josh Richardson\richajo01,SF,24,MIA,51,51,34.2,4.8,10.9,0.444,1.6,4.5,0.365,3.2,6.4,0.5,0.52,1.5,1.9,0.811,0.7,2.7,3.4,2.8,1.3,1,1.9,2.7,12.8
237,Russell Westbrook\westbru01,PG,29,OKC,51,51,36,9.6,21.6,0.444,1.4,4.4,0.311,8.2,17.2,0.477,0.475,5,7,0.708,1.8,7.6,9.4,10.1,2,0.2,4.5,2.3,25.5
238,Maurice Harkless\harklma01,SF,24,POR,40,19,19.8,2,4.5,0.444,0.6,1.7,0.333,1.5,2.9,0.509,0.506,0.6,0.9,0.706,0.6,2,2.6,0.7,0.7,0.8,0.8,1.6,5.2
239,Sindarius Thornwell\thornsi01,SG,23,LAC,48,8,13.3,1.2,2.6,0.444,0.3,0.8,0.385,0.9,1.8,0.471,0.504,0.6,1,0.674,0.3,1.2,1.5,0.7,0.5,0.4,0.7,1.6,3.3
240,Davis Bertans\bertada01,PF,25,SAS,49,2,14.3,2.2,4.9,0.444,1.2,3.4,0.365,0.9,1.5,0.625,0.571,0.4,0.5,0.846,0.2,1.8,2.1,0.9,0.3,0.4,0.5,1.2,6
